Flag;Absolute Time;Relative Time;Accumulated Distance (km);Speed (km/h);
49369;17/05/2016 14:42:11.64;+4h 39mn 51s 74;89.540;30;
49371;17/05/2016 14:42:11.92;+4h 39mn 52s 02;89.542;29;
49373;17/05/2016 14:42:11.96;+4h 39mn 52s 06;89.542;29;
49374;17/05/2016 14:42:12.20;+4h 39mn 52s 30;89.544;28;
49377;17/05/2016 14:42:12.45;+4h 39mn 52s 55;89.546;27;
49379;17/05/2016 14:42:12.65;+4h 39mn 52s 75;89.548;26;
49382;17/05/2016 14:42:12.84;+4h 39mn 52s 94;89.549;25;
49385;17/05/2016 14:42:13.05;+4h 39mn 53s 15;89.550;24;
49386;17/05/2016 14:42:13.07;+4h 39mn 53s 17;89.550;24;
49388;17/05/2016 14:42:13.23;+4h 39mn 53s 33;89.552;23;
49391;17/05/2016 14:42:13.44;+4h 39mn 53s 54;89.553;22;
49393;17/05/2016 14:42:13.69;+4h 39mn 53s 79;89.554;21;
49394;17/05/2016 14:42:13.88;+4h 39mn 53s 98;89.555;20;
49396;17/05/2016 14:42:14.08;+4h 39mn 54s 18;89.556;19;
49397;17/05/2016 14:42:14.27;+4h 39mn 54s 37;89.558;18;
49400;17/05/2016 14:42:14.48;+4h 39mn 54s 58;89.559;17;
49401;17/05/2016 14:42:14.73;+4h 39mn 54s 83;89.560;16;
49403;17/05/2016 14:42:14.87;+4h 39mn 54s 97;89.560;15;
49406;17/05/2016 14:42:15.11;+4h 39mn 55s 21;89.561;14;
49407;17/05/2016 14:42:15.29;+4h 39mn 55s 39;89.562;13;
49409;17/05/2016 14:42:15.50;+4h 39mn 55s 60;89.563;12;
49410;17/05/2016 14:42:15.69;+4h 39mn 55s 79;89.563;11;
49411;17/05/2016 14:42:15.89;+4h 39mn 55s 99;89.564;10;
49413;17/05/2016 14:42:16.07;+4h 39mn 56s 17;89.564;9;
49415;17/05/2016 14:42:16.28;+4h 39mn 56s 38;89.565;8;
49417;17/05/2016 14:42:16.44;+4h 39mn 56s 54;89.565;7;
49419;17/05/2016 14:42:16.67;+4h 39mn 56s 77;89.565;6;
49421;17/05/2016 14:42:16.86;+4h 39mn 56s 96;89.566;5;
49426;17/05/2016 14:42:17.23;+4h 39mn 57s 33;89.566;4;
49429;17/05/2016 14:42:17.49;+4h 39mn 57s 59;89.567;4;
49441;17/05/2016 14:42:19.05;+4h 39mn 59s 15;89.568;5;
49443;17/05/2016 14:42:19.43;+4h 39mn 59s 53;89.569;6;
49446;17/05/2016 14:42:19.79;+4h 39mn 59s 89;89.569;7;
49448;17/05/2016 14:42:20.15;+4h 40mn 0s 25;89.570;8;
49450;17/05/2016 14:42:20.48;+4h 40mn 0s 58;89.571;9;
49452;17/05/2016 14:42:20.80;+4h 40mn 0s 90;89.572;10;
49454;17/05/2016 14:42:21.19;+4h 40mn 1s 29;89.573;11;
49456;17/05/2016 14:42:21.45;+4h 40mn 1s 55;89.574;12;
49458;17/05/2016 14:42:21.78;+4h 40mn 1s 88;89.575;13;
49460;17/05/2016 14:42:22.09;+4h 40mn 2s 19;89.576;14;
49463;17/05/2016 14:42:22.40;+4h 40mn 2s 50;89.577;15;
49465;17/05/2016 14:42:22.74;+4h 40mn 2s 84;89.579;16;
49466;17/05/2016 14:42:23.02;+4h 40mn 3s 12;89.580;17;
49468;17/05/2016 14:42:23.39;+4h 40mn 3s 49;89.582;18;
49470;17/05/2016 14:42:23.64;+4h 40mn 3s 74;89.583;19;
49471;17/05/2016 14:42:23.96;+4h 40mn 4s 06;89.585;20;
49473;17/05/2016 14:42:24.29;+4h 40mn 4s 39;89.587;21;
49475;17/05/2016 14:42:24.58;+4h 40mn 4s 68;89.589;22;
49477;17/05/2016 14:42:24.88;+4h 40mn 4s 98;89.590;23;
49479;17/05/2016 14:42:25.19;+4h 40mn 5s 29;89.592;24;
49483;17/05/2016 14:42:25.50;+4h 40mn 5s 60;89.595;25;
49486;17/05/2016 14:42:25.84;+4h 40mn 5s 94;89.597;26;
49490;17/05/2016 14:42:26.24;+4h 40mn 6s 34;89.600;27;
49500;17/05/2016 14:42:28.32;+4h 40mn 8s 42;89.616;27.5;
49504;17/05/2016 14:42:32.13;+4h 40mn 12s 23;89.644;27;
49506;17/05/2016 14:42:32.41;+4h 40mn 12s 51;89.646;27;
49510;17/05/2016 14:42:33.33;+4h 40mn 13s 43;89.653;26;
49517;17/05/2016 14:42:34.75;+4h 40mn 14s 85;89.663;25;
49519;17/05/2016 14:42:35.05;+4h 40mn 15s 15;89.665;25;
49522;17/05/2016 14:42:35.53;+4h 40mn 15s 63;89.669;24;
49525;17/05/2016 14:42:35.92;+4h 40mn 16s 02;89.671;23;
49528;17/05/2016 14:42:36.43;+4h 40mn 16s 53;89.674;22;
49529;17/05/2016 14:42:36.49;+4h 40mn 16s 59;89.675;22;
49533;17/05/2016 14:42:36.95;+4h 40mn 17s 05;89.677;21;
49537;17/05/2016 14:42:37.40;+4h 40mn 17s 50;89.680;20;
49539;17/05/2016 14:42:37.86;+4h 40mn 17s 96;89.683;19;
49542;17/05/2016 14:42:38.05;+4h 40mn 18s 15;89.684;19;
49544;17/05/2016 14:42:38.30;+4h 40mn 18s 40;89.685;18;
49545;17/05/2016 14:42:38.37;+4h 40mn 18s 47;89.685;18;
49549;17/05/2016 14:42:38.75;+4h 40mn 18s 85;89.687;17;
49552;17/05/2016 14:42:39.14;+4h 40mn 19s 24;89.689;16;
49556;17/05/2016 14:42:39.53;+4h 40mn 19s 63;89.690;15;
49557;17/05/2016 14:42:39.53;+4h 40mn 19s 63;89.690;15;
49559;17/05/2016 14:42:39.85;+4h 40mn 19s 95;89.692;14;
49563;17/05/2016 14:42:40.17;+4h 40mn 20s 27;89.693;13;
49565;17/05/2016 14:42:40.45;+4h 40mn 20s 55;89.694;12;
49570;17/05/2016 14:42:40.82;+4h 40mn 20s 92;89.695;11;
49573;17/05/2016 14:42:41.13;+4h 40mn 21s 23;89.696;10;
49575;17/05/2016 14:42:41.46;+4h 40mn 21s 56;89.697;9;
49578;17/05/2016 14:42:41.75;+4h 40mn 21s 85;89.698;8;
49580;17/05/2016 14:42:42.05;+4h 40mn 22s 15;89.698;7;
49582;17/05/2016 14:42:42.37;+4h 40mn 22s 47;89.699;6;
49584;17/05/2016 14:42:42.65;+4h 40mn 22s 75;89.699;5;
49585;17/05/2016 14:42:42.93;+4h 40mn 23s 03;89.699;4;
49587;17/05/2016 14:42:43.27;+4h 40mn 23s 37;89.700;3;
49588;17/05/2016 14:42:43.53;+4h 40mn 23s 63;89.700;2;
49591;17/05/2016 14:42:43.79;+4h 40mn 23s 89;89.700;1.5;
49592;17/05/2016 14:42:43.79;+4h 40mn 23s 89;89.700;1.5;
49594;17/05/2016 14:42:43.81;+4h 40mn 23s 91;89.700;1.5;
49597;17/05/2016 14:42:44.33;+4h 40mn 24s 43;89.700;1.5;
49600;17/05/2016 14:42:44.60;+4h 40mn 24s 70;89.700;1.5;
49603;17/05/2016 14:42:44.97;+4h 40mn 25s 07;89.700;1.5;
49609;17/05/2016 14:42:45.73;+4h 40mn 25s 83;89.701;1;
49610;17/05/2016 14:42:45.79;+4h 40mn 25s 89;89.701;0;
49615;17/05/2016 14:42:58.80;+4h 40mn 38s 90;89.701;0;
49617;17/05/2016 14:42:59.68;+4h 40mn 39s 78;89.701;0;
49619;17/05/2016 14:43:03.00;+4h 40mn 43s 10;89.701;0;
49627;17/05/2016 14:43:06.78;+4h 40mn 46s 88;89.701;0.5;
49628;17/05/2016 14:43:06.94;+4h 40mn 47s 04;89.701;1;
49631;17/05/2016 14:43:07.46;+4h 40mn 47s 56;89.701;2;
49634;17/05/2016 14:43:07.85;+4h 40mn 47s 95;89.701;3;
49636;17/05/2016 14:43:08.25;+4h 40mn 48s 35;89.702;4;
49640;17/05/2016 14:43:08.56;+4h 40mn 48s 66;89.702;4.5;
49642;17/05/2016 14:43:08.62;+4h 40mn 48s 72;89.702;4.5;
49643;17/05/2016 14:43:08.64;+4h 40mn 48s 74;89.702;4.5;
49644;17/05/2016 14:43:08.67;+4h 40mn 48s 77;89.702;5;
49646;17/05/2016 14:43:09.09;+4h 40mn 49s 19;89.703;6;
49650;17/05/2016 14:43:09.53;+4h 40mn 49s 63;89.704;7;
49652;17/05/2016 14:43:09.86;+4h 40mn 49s 96;89.704;8;
49655;17/05/2016 14:43:10.22;+4h 40mn 50s 32;89.705;9;
49656;17/05/2016 14:43:10.57;+4h 40mn 50s 67;89.706;10;
49659;17/05/2016 14:43:10.88;+4h 40mn 50s 98;89.707;11;
49662;17/05/2016 14:43:11.21;+4h 40mn 51s 31;89.708;12;
49665;17/05/2016 14:43:11.51;+4h 40mn 51s 61;89.709;13;
49668;17/05/2016 14:43:11.92;+4h 40mn 52s 02;89.711;14;
49672;17/05/2016 14:43:12.38;+4h 40mn 52s 48;89.713;15;
49675;17/05/2016 14:43:12.72;+4h 40mn 52s 82;89.714;16;
49680;17/05/2016 14:43:13.07;+4h 40mn 53s 17;89.716;17;
49681;17/05/2016 14:43:13.42;+4h 40mn 53s 52;89.717;18;
49684;17/05/2016 14:43:13.71;+4h 40mn 53s 81;89.719;19;
49685;17/05/2016 14:43:14.02;+4h 40mn 54s 12;89.720;20;
49688;17/05/2016 14:43:14.33;+4h 40mn 54s 43;89.722;21;
49689;17/05/2016 14:43:14.61;+4h 40mn 54s 71;89.724;22;
49692;17/05/2016 14:43:14.98;+4h 40mn 55s 08;89.726;23;
49694;17/05/2016 14:43:15.26;+4h 40mn 55s 36;89.728;24;
49696;17/05/2016 14:43:15.56;+4h 40mn 55s 66;89.730;25;
49698;17/05/2016 14:43:15.89;+4h 40mn 55s 99;89.732;26;
49699;17/05/2016 14:43:16.18;+4h 40mn 56s 28;89.735;27;
49701;17/05/2016 14:43:16.53;+4h 40mn 56s 63;89.737;28;
49702;17/05/2016 14:43:16.80;+4h 40mn 56s 90;89.739;29;
49704;17/05/2016 14:43:17.11;+4h 40mn 57s 21;89.742;30;
49705;17/05/2016 14:43:17.44;+4h 40mn 57s 54;89.745;31;
49707;17/05/2016 14:43:17.77;+4h 40mn 57s 87;89.748;32;
49709;17/05/2016 14:43:18.10;+4h 40mn 58s 20;89.751;33;
49712;17/05/2016 14:43:18.48;+4h 40mn 58s 58;89.754;34;
49716;17/05/2016 14:43:18.76;+4h 40mn 58s 86;89.757;35;
49719;17/05/2016 14:43:19.25;+4h 40mn 59s 35;89.762;36;
49721;17/05/2016 14:43:19.65;+4h 40mn 59s 75;89.766;37;
49725;17/05/2016 14:43:20.08;+4h 41mn 0s 18;89.770;38;
49745;17/05/2016 14:43:27.04;+4h 41mn 7s 14;89.843;39;
49748;17/05/2016 14:43:27.54;+4h 41mn 7s 64;89.849;40;
49749;17/05/2016 14:43:28.06;+4h 41mn 8s 16;89.855;41;
49751;17/05/2016 14:43:28.33;+4h 41mn 8s 43;89.858;41.5;
49752;17/05/2016 14:43:28.56;+4h 41mn 8s 66;89.860;42;
49754;17/05/2016 14:43:29.08;+4h 41mn 9s 18;89.867;43;
49757;17/05/2016 14:43:29.73;+4h 41mn 9s 83;89.874;44;
49762;17/05/2016 14:43:30.32;+4h 41mn 10s 42;89.882;45;
49763;17/05/2016 14:43:31.15;+4h 41mn 11s 25;89.892;46;
49766;17/05/2016 14:43:32.06;+4h 41mn 12s 16;89.904;47;
49768;17/05/2016 14:43:33.09;+4h 41mn 13s 19;89.918;48;
49772;17/05/2016 14:43:34.27;+4h 41mn 14s 37;89.933;49;
49779;17/05/2016 14:43:36.33;+4h 41mn 16s 43;89.962;50;
49785;17/05/2016 14:43:37.63;+4h 41mn 17s 73;89.980;49;
49786;17/05/2016 14:43:38.33;+4h 41mn 18s 43;89.989;48;
49788;17/05/2016 14:43:39.05;+4h 41mn 19s 15;89.999;47;
49789;17/05/2016 14:43:39.18;+4h 41mn 19s 28;90.000;47;
49802;17/05/2016 14:43:50.73;+4h 41mn 30s 83;90.150;48;
49810;17/05/2016 14:43:53.80;+4h 41mn 33s 90;90.191;47;
49815;17/05/2016 14:43:54.31;+4h 41mn 34s 41;90.197;46.5;
49816;17/05/2016 14:43:54.32;+4h 41mn 34s 42;90.198;46;
49818;17/05/2016 14:43:54.59;+4h 41mn 34s 69;90.201;45.5;
49819;17/05/2016 14:43:54.61;+4h 41mn 34s 71;90.202;45;
49823;17/05/2016 14:43:54.97;+4h 41mn 35s 07;90.206;44;
49826;17/05/2016 14:43:55.29;+4h 41mn 35s 39;90.210;43;
49829;17/05/2016 14:43:55.69;+4h 41mn 35s 79;90.215;42;
49835;17/05/2016 14:43:56.26;+4h 41mn 36s 36;90.221;41;
49840;17/05/2016 14:43:57.03;+4h 41mn 37s 13;90.230;40;
49843;17/05/2016 14:43:57.81;+4h 41mn 37s 91;90.239;39;
49844;17/05/2016 14:43:58.59;+4h 41mn 38s 69;90.247;38;
49847;17/05/2016 14:43:59.43;+4h 41mn 39s 53;90.256;37;
49851;17/05/2016 14:44:00.14;+4h 41mn 40s 24;90.263;36;
49861;17/05/2016 14:44:02.46;+4h 41mn 42s 56;90.286;37;
49872;17/05/2016 14:44:06.74;+4h 41mn 46s 84;90.331;36;
49874;17/05/2016 14:44:07.54;+4h 41mn 47s 64;90.339;35;
49877;17/05/2016 14:44:08.46;+4h 41mn 48s 56;90.347;34;
49880;17/05/2016 14:44:09.46;+4h 41mn 49s 56;90.357;33;
49881;17/05/2016 14:44:09.75;+4h 41mn 49s 85;90.359;32.5;
49884;17/05/2016 14:44:09.99;+4h 41mn 50s 09;90.361;32.5;
49885;17/05/2016 14:44:10.10;+4h 41mn 50s 20;90.363;32;
49890;17/05/2016 14:44:10.88;+4h 41mn 50s 98;90.369;31;
49895;17/05/2016 14:44:11.67;+4h 41mn 51s 77;90.376;30;
49896;17/05/2016 14:44:12.03;+4h 41mn 52s 13;90.379;30;
49899;17/05/2016 14:44:12.35;+4h 41mn 52s 45;90.382;29.5;
49901;17/05/2016 14:44:12.48;+4h 41mn 52s 58;90.383;29;
49906;17/05/2016 14:44:13.37;+4h 41mn 53s 47;90.390;28;
49909;17/05/2016 14:44:13.75;+4h 41mn 53s 85;90.393;27.5;
49911;17/05/2016 14:44:13.99;+4h 41mn 54s 09;90.394;27.5;
49913;17/05/2016 14:44:14.11;+4h 41mn 54s 21;90.395;27;
49917;17/05/2016 14:44:14.71;+4h 41mn 54s 81;90.400;26.5;
49918;17/05/2016 14:44:14.76;+4h 41mn 54s 86;90.400;26;
49921;17/05/2016 14:44:15.16;+4h 41mn 55s 26;90.403;25;
49925;17/05/2016 14:44:15.67;+4h 41mn 55s 77;90.406;24;
49927;17/05/2016 14:44:15.83;+4h 41mn 55s 93;90.407;24;
49930;17/05/2016 14:44:16.26;+4h 41mn 56s 36;90.410;23;
49934;17/05/2016 14:44:16.91;+4h 41mn 57s 01;90.414;22;
49937;17/05/2016 14:44:17.23;+4h 41mn 57s 33;90.416;21.5;
49939;17/05/2016 14:44:17.47;+4h 41mn 57s 57;90.418;21;
49943;17/05/2016 14:44:17.99;+4h 41mn 58s 09;90.421;20;
49946;17/05/2016 14:44:18.27;+4h 41mn 58s 37;90.422;19.5;
49948;17/05/2016 14:44:18.45;+4h 41mn 58s 55;90.423;19;
49953;17/05/2016 14:44:18.95;+4h 41mn 59s 05;90.426;18;
49956;17/05/2016 14:44:19.43;+4h 41mn 59s 53;90.428;17;
49960;17/05/2016 14:44:19.93;+4h 42mn 0s 03;90.430;16;
49963;17/05/2016 14:44:20.15;+4h 42mn 0s 25;90.431;15.5;
49965;17/05/2016 14:44:20.38;+4h 42mn 0s 48;90.432;15;
49968;17/05/2016 14:44:20.77;+4h 42mn 0s 87;90.434;14;
49971;17/05/2016 14:44:21.16;+4h 42mn 1s 26;90.435;13;
49975;17/05/2016 14:44:21.64;+4h 42mn 1s 74;90.437;12;
49979;17/05/2016 14:44:22.16;+4h 42mn 2s 26;90.439;11;
49984;17/05/2016 14:44:22.72;+4h 42mn 2s 82;90.440;10;
49988;17/05/2016 14:44:23.20;+4h 42mn 3s 30;90.442;9;
49991;17/05/2016 14:44:23.63;+4h 42mn 3s 73;90.443;8;
49996;17/05/2016 14:44:24.21;+4h 42mn 4s 31;90.444;7;
49998;17/05/2016 14:44:24.78;+4h 42mn 4s 88;90.445;6;
50005;17/05/2016 14:44:25.83;+4h 42mn 5s 93;90.446;5.5;
50013;17/05/2016 14:44:27.15;+4h 42mn 7s 25;90.448;5.5;
50016;17/05/2016 14:44:27.65;+4h 42mn 7s 75;90.449;5;
50019;17/05/2016 14:44:28.09;+4h 42mn 8s 19;90.450;4;
50021;17/05/2016 14:44:28.35;+4h 42mn 8s 45;90.450;3.5;
50022;17/05/2016 14:44:28.48;+4h 42mn 8s 58;90.450;3;
50024;17/05/2016 14:44:28.62;+4h 42mn 8s 72;90.450;2;
50028;17/05/2016 14:44:28.89;+4h 42mn 8s 99;90.450;1.5;
50029;17/05/2016 14:44:28.93;+4h 42mn 9s 03;90.450;1.5;
50030;17/05/2016 14:44:28.95;+4h 42mn 9s 05;90.450;1.5;
50034;17/05/2016 14:44:29.51;+4h 42mn 9s 61;90.450;1.5;
50037;17/05/2016 14:44:29.77;+4h 42mn 9s 87;90.450;1.5;
50043;17/05/2016 14:44:30.51;+4h 42mn 10s 61;90.451;1.5;
50045;17/05/2016 14:44:30.82;+4h 42mn 10s 92;90.451;1;
50046;17/05/2016 14:44:30.95;+4h 42mn 11s 05;90.451;0;
50055;17/05/2016 14:44:45.21;+4h 42mn 25s 31;90.451;0;
50056;17/05/2016 14:44:49.38;+4h 42mn 29s 48;90.451;0;
50058;17/05/2016 14:44:50.65;+4h 42mn 30s 75;90.451;0;
50064;17/05/2016 14:44:54.59;+4h 42mn 34s 69;90.451;0;
50066;17/05/2016 14:44:54.83;+4h 42mn 34s 93;90.451;1;
50069;17/05/2016 14:44:55.33;+4h 42mn 35s 43;90.451;2;
50072;17/05/2016 14:44:55.85;+4h 42mn 35s 95;90.451;3;
50075;17/05/2016 14:44:56.37;+4h 42mn 36s 47;90.452;4;
50079;17/05/2016 14:44:56.75;+4h 42mn 36s 85;90.452;4.5;
50080;17/05/2016 14:44:56.82;+4h 42mn 36s 92;90.452;4.5;
50081;17/05/2016 14:44:56.82;+4h 42mn 36s 92;90.452;4.5;
50082;17/05/2016 14:44:56.86;+4h 42mn 36s 96;90.453;4.5;
50083;17/05/2016 14:44:56.86;+4h 42mn 36s 96;90.453;4.5;
50084;17/05/2016 14:44:56.95;+4h 42mn 37s 05;90.453;5;
50088;17/05/2016 14:44:57.47;+4h 42mn 37s 57;90.453;6;
50091;17/05/2016 14:44:57.99;+4h 42mn 38s 09;90.454;7;
50095;17/05/2016 14:44:58.43;+4h 42mn 38s 53;90.455;8;
50098;17/05/2016 14:44:58.89;+4h 42mn 38s 99;90.456;9;
50100;17/05/2016 14:44:59.29;+4h 42mn 39s 39;90.458;10;
50102;17/05/2016 14:44:59.73;+4h 42mn 39s 83;90.459;11;
50105;17/05/2016 14:45:00.13;+4h 42mn 40s 23;90.460;12;
50108;17/05/2016 14:45:00.57;+4h 42mn 40s 67;90.462;13;
50111;17/05/2016 14:45:00.89;+4h 42mn 40s 99;90.463;14;
50112;17/05/2016 14:45:01.25;+4h 42mn 41s 35;90.464;15;
50115;17/05/2016 14:45:01.61;+4h 42mn 41s 71;90.466;16;
50116;17/05/2016 14:45:02.00;+4h 42mn 42s 10;90.468;17;
50117;17/05/2016 14:45:02.39;+4h 42mn 42s 49;90.470;18;
50119;17/05/2016 14:45:02.71;+4h 42mn 42s 81;90.471;19;
50121;17/05/2016 14:45:03.07;+4h 42mn 43s 17;90.473;20;
50123;17/05/2016 14:45:03.43;+4h 42mn 43s 53;90.475;21;
50124;17/05/2016 14:45:03.82;+4h 42mn 43s 92;90.477;22;
50126;17/05/2016 14:45:04.15;+4h 42mn 44s 25;90.480;23;
50128;17/05/2016 14:45:04.51;+4h 42mn 44s 61;90.482;24;
50129;17/05/2016 14:45:04.87;+4h 42mn 44s 97;90.484;25;
50132;17/05/2016 14:45:05.24;+4h 42mn 45s 34;90.487;26;
50134;17/05/2016 14:45:05.63;+4h 42mn 45s 73;90.490;27;
50136;17/05/2016 14:45:06.01;+4h 42mn 46s 11;90.493;28;
50139;17/05/2016 14:45:06.33;+4h 42mn 46s 43;90.495;29;
50140;17/05/2016 14:45:06.69;+4h 42mn 46s 79;90.498;30;
50144;17/05/2016 14:45:07.07;+4h 42mn 47s 17;90.502;31;
50146;17/05/2016 14:45:07.44;+4h 42mn 47s 54;90.505;32;
50148;17/05/2016 14:45:07.82;+4h 42mn 47s 92;90.508;33;
50149;17/05/2016 14:45:08.25;+4h 42mn 48s 35;90.512;34;
50153;17/05/2016 14:45:08.73;+4h 42mn 48s 83;90.517;35;
50155;17/05/2016 14:45:09.13;+4h 42mn 49s 23;90.521;36;
50158;17/05/2016 14:45:09.64;+4h 42mn 49s 74;90.526;37;
50163;17/05/2016 14:45:10.15;+4h 42mn 50s 25;90.531;38;
50172;17/05/2016 14:45:17.66;+4h 42mn 57s 76;90.610;37;
50178;17/05/2016 14:45:22.86;+4h 43mn 2s 96;90.663;36;
50179;17/05/2016 14:45:22.88;+4h 43mn 2s 98;90.663;36;
50181;17/05/2016 14:45:23.12;+4h 43mn 3s 22;90.665;36;
50186;17/05/2016 14:45:23.92;+4h 43mn 4s 02;90.673;35;
50191;17/05/2016 14:45:24.93;+4h 43mn 5s 03;90.683;34;
50193;17/05/2016 14:45:25.12;+4h 43mn 5s 22;90.684;34;
50196;17/05/2016 14:45:25.40;+4h 43mn 5s 50;90.687;33.5;
50198;17/05/2016 14:45:25.67;+4h 43mn 5s 77;90.690;33;
50204;17/05/2016 14:45:26.74;+4h 43mn 6s 84;90.699;32;
50208;17/05/2016 14:45:28.13;+4h 43mn 8s 23;90.711;31;
50210;17/05/2016 14:45:28.38;+4h 43mn 8s 48;90.714;31;
50213;17/05/2016 14:45:28.80;+4h 43mn 8s 90;90.717;30.5;
50214;17/05/2016 14:45:29.08;+4h 43mn 9s 18;90.719;30.5;
50215;17/05/2016 14:45:29.16;+4h 43mn 9s 26;90.720;30;
50223;17/05/2016 14:45:30.34;+4h 43mn 10s 44;90.730;29;
50225;17/05/2016 14:45:30.60;+4h 43mn 10s 70;90.732;29;
50227;17/05/2016 14:45:30.84;+4h 43mn 10s 94;90.733;28.5;
50230;17/05/2016 14:45:31.36;+4h 43mn 11s 46;90.738;28;
50241;17/05/2016 14:45:33.44;+4h 43mn 13s 54;90.754;27;
50242;17/05/2016 14:45:33.48;+4h 43mn 13s 58;90.754;27;
50244;17/05/2016 14:45:33.72;+4h 43mn 13s 82;90.756;27;
50246;17/05/2016 14:45:34.08;+4h 43mn 14s 18;90.759;26;
50251;17/05/2016 14:45:34.74;+4h 43mn 14s 84;90.763;25;
50255;17/05/2016 14:45:35.37;+4h 43mn 15s 47;90.767;24;
50258;17/05/2016 14:45:35.84;+4h 43mn 15s 94;90.770;23.5;
50259;17/05/2016 14:45:35.92;+4h 43mn 16s 02;90.771;23;
50261;17/05/2016 14:45:36.12;+4h 43mn 16s 22;90.772;23;
50264;17/05/2016 14:45:36.58;+4h 43mn 16s 68;90.775;22;
50269;17/05/2016 14:45:37.31;+4h 43mn 17s 41;90.780;21;
50274;17/05/2016 14:45:37.99;+4h 43mn 18s 09;90.783;20;
50275;17/05/2016 14:45:38.73;+4h 43mn 18s 83;90.787;19;
50281;17/05/2016 14:45:39.50;+4h 43mn 19s 60;90.791;18;
50284;17/05/2016 14:45:40.55;+4h 43mn 20s 65;90.796;17;
50288;17/05/2016 14:45:41.04;+4h 43mn 21s 14;90.799;16.5;
50291;17/05/2016 14:45:41.45;+4h 43mn 21s 55;90.801;16;
50297;17/05/2016 14:45:42.35;+4h 43mn 22s 45;90.804;15;
50302;17/05/2016 14:45:43.01;+4h 43mn 23s 11;90.807;14;
50307;17/05/2016 14:45:43.77;+4h 43mn 23s 87;90.810;13;
50310;17/05/2016 14:45:44.55;+4h 43mn 24s 65;90.813;12;
50314;17/05/2016 14:45:45.11;+4h 43mn 25s 21;90.814;11;
50318;17/05/2016 14:45:45.71;+4h 43mn 25s 81;90.816;10;
50321;17/05/2016 14:45:46.23;+4h 43mn 26s 33;90.818;9;
50325;17/05/2016 14:45:46.77;+4h 43mn 26s 87;90.819;8;
50331;17/05/2016 14:45:47.41;+4h 43mn 27s 51;90.820;7;
50333;17/05/2016 14:45:47.93;+4h 43mn 28s 03;90.821;6;
50337;17/05/2016 14:45:48.55;+4h 43mn 28s 65;90.822;5;
50340;17/05/2016 14:45:49.15;+4h 43mn 29s 25;90.823;4;
50344;17/05/2016 14:45:49.75;+4h 43mn 29s 85;90.823;3;
50347;17/05/2016 14:45:50.25;+4h 43mn 30s 35;90.824;2;
50352;17/05/2016 14:45:50.47;+4h 43mn 30s 57;90.824;2;
50353;17/05/2016 14:45:50.51;+4h 43mn 30s 61;90.824;1.5;
50354;17/05/2016 14:45:50.52;+4h 43mn 30s 62;90.824;1.5;
50356;17/05/2016 14:45:50.77;+4h 43mn 30s 87;90.824;1;
50359;17/05/2016 14:45:51.08;+4h 43mn 31s 18;90.824;1;
50361;17/05/2016 14:45:51.31;+4h 43mn 31s 41;90.824;1;
50367;17/05/2016 14:45:52.08;+4h 43mn 32s 18;90.824;1;
50370;17/05/2016 14:45:52.82;+4h 43mn 32s 92;90.824;0;
50377;17/05/2016 14:46:09.03;+4h 43mn 49s 13;90.824;0;
50378;17/05/2016 14:46:11.75;+4h 43mn 51s 85;90.824;0;
50379;17/05/2016 14:46:13.19;+4h 43mn 53s 29;90.824;0;
50388;17/05/2016 14:46:16.97;+4h 43mn 57s 07;90.824;0.5;
50390;17/05/2016 14:46:17.15;+4h 43mn 57s 25;90.824;1;
50393;17/05/2016 14:46:17.79;+4h 43mn 57s 89;90.825;2;
50396;17/05/2016 14:46:18.33;+4h 43mn 58s 43;90.825;3;
50399;17/05/2016 14:46:18.91;+4h 43mn 59s 01;90.826;4;
50404;17/05/2016 14:46:19.24;+4h 43mn 59s 34;90.826;4.5;
50405;17/05/2016 14:46:19.29;+4h 43mn 59s 39;90.826;4.5;
50406;17/05/2016 14:46:19.32;+4h 43mn 59s 42;90.826;4.5;
50408;17/05/2016 14:46:19.48;+4h 43mn 59s 58;90.826;5;
50412;17/05/2016 14:46:19.99;+4h 44mn 0s 09;90.827;6;
50416;17/05/2016 14:46:20.51;+4h 44mn 0s 61;90.828;7;
50418;17/05/2016 14:46:20.97;+4h 44mn 1s 07;90.829;8;
50423;17/05/2016 14:46:21.42;+4h 44mn 1s 52;90.830;9;
50425;17/05/2016 14:46:21.81;+4h 44mn 1s 91;90.831;10;
50428;17/05/2016 14:46:22.20;+4h 44mn 2s 30;90.832;11;
50430;17/05/2016 14:46:22.59;+4h 44mn 2s 69;90.834;12;
50431;17/05/2016 14:46:22.98;+4h 44mn 3s 08;90.835;13;
50433;17/05/2016 14:46:23.37;+4h 44mn 3s 47;90.836;14;
50437;17/05/2016 14:46:23.69;+4h 44mn 3s 79;90.838;15;
50439;17/05/2016 14:46:24.01;+4h 44mn 4s 11;90.839;16;
50440;17/05/2016 14:46:24.35;+4h 44mn 4s 45;90.841;17;
50443;17/05/2016 14:46:24.67;+4h 44mn 4s 77;90.842;18;
50446;17/05/2016 14:46:24.97;+4h 44mn 5s 07;90.844;19;
50448;17/05/2016 14:46:25.31;+4h 44mn 5s 41;90.845;20;
50451;17/05/2016 14:46:25.57;+4h 44mn 5s 67;90.847;21;
50452;17/05/2016 14:46:25.85;+4h 44mn 5s 95;90.849;22;
50455;17/05/2016 14:46:26.13;+4h 44mn 6s 23;90.850;23;
